"","V1","V2","V3","V4","V5"
"ests",5.04889351332754,1.9550788924051,-4.03160718275618,4.18106134462433,3.11576502485685
"ests",5.21539003601869,1.99678475375798,-4.06201099727253,4.2106614250587,3.15713304118864
"ests",5.08030447736895,2.01289959774041,-4.06361054006566,4.21424356771104,3.15946398417445
"ests",5.19019802905736,2.02930382804457,-4.12088719780654,4.32480794477148,3.20733920793575
"ests",5.13774507875923,1.98421286582252,-4.0749299936881,4.25270071819937,3.17989039663894
"ests",5.24310339131123,2.03885075331651,-4.15392981764846,4.34349340928577,3.23114405473724
"ests",5.23407235049454,2.07998188502571,-4.15750036925732,4.35573242272546,3.27881766718957
"ests",5.26002394983929,2.0076075336818,-4.14508133278535,4.34481916156356,3.24791400839172
"ests",5.12281697534296,2.01149608861936,-4.11313423229708,4.25618702324361,3.27371931108787
"ests",5.13700401237659,1.99285651450206,-4.04802239545157,4.21901490144909,3.16233888196019
"ests",5.22521320726029,1.9836185552369,-4.11179508425307,4.28570614894779,3.21476927232627
"ests",5.20444796795585,2.04257700178861,-4.12423713840497,4.282422888839,3.19670060809543
"ests",5.21981265681115,2.01569879599841,-4.10400551682963,4.31099763389884,3.20518991854671
"ests",5.22847286829904,2.05994355697603,-4.15295935646929,4.29043843522949,3.31772925222362
"ests",5.20857982411708,2.03878372129302,-4.07542629257075,4.2712859718523,3.13746493643912
"ests",5.1157457675884,2.01518585445524,-4.03918035623153,4.20948556683745,3.12878263336943
"ests",5.28603257619731,2.04158162908337,-4.14425734986785,4.33167735525234,3.2665929411697
"ests",5.16325893508356,2.01960987625334,-4.09080580361834,4.2292377871058,3.24275833547165
"ests",5.16085708517903,2.02549221142166,-4.08286602649152,4.24886655668013,3.185903260548
"ests",5.18588903884029,2.0261944977343,-4.11180403964633,4.26816523280047,3.29009432461163
"ests",5.18764523990393,2.02586399056922,-4.10344374519932,4.28198728848573,3.2176931385994
"ests",5.17280433667925,2.01089176666151,-4.17713947028452,4.36678498695328,3.26446461450883
"ests",5.26244245057817,2.01377386410299,-4.18773991204404,4.37754957482614,3.31635316513014
"ests",5.27890172717589,2.01973922427823,-4.11726954104617,4.28279401220615,3.24169337341033
"ests",5.09907783554509,2.01027956587307,-4.02739065209638,4.17547988726663,3.13389122559678
"ests",5.17420994977618,1.99426082416986,-4.05672570801047,4.20890495251578,3.18935969872938
"ests",5.18943983303147,1.99575602832888,-4.04211188423544,4.20016969503762,3.16477178663263
"ests",5.34931657070501,2.03408810104509,-4.1750944624669,4.39845682861362,3.26262278194446
"ests",5.05210308260771,1.98890713525499,-4.07302143447295,4.21253625266696,3.22077675324396
"ests",5.19785235324605,2.03412698885545,-4.07868635990618,4.25455534372578,3.17161266017661
"ests",5.20710595201191,2.03342376845425,-4.12032796432785,4.30805802044863,3.26646063517066
"ests",5.15065725806514,2.01966379284023,-4.10396633304941,4.26919911477325,3.17948774254525
"ests",5.16585990499358,1.94056480340322,-4.04440625008802,4.20342775192861,3.15039748603466
"ests",5.16076788098537,1.99229953242611,-4.06058765857335,4.20890832796065,3.14529078629834
"ests",5.16596599668607,1.9942588935187,-4.11287001555248,4.29076890442091,3.23284384361396
"ests",5.08552292111325,1.98871332877015,-4.05694873462235,4.22071060625058,3.12759948579083
"ests",5.15540110358727,1.9979286370844,-4.07668191758639,4.25254593256716,3.1570428518273
"ests",5.12961142814411,2.0415280196125,-4.08685109663994,4.23886418073057,3.18451543959146
"ests",5.21236558381475,2.0150211362226,-4.11412159501294,4.2865661816592,3.23993981316786
"ests",5.12166820945599,2.04254701715137,-4.08186942059184,4.24582798752263,3.21754595843913
"ests",5.14301377131609,1.98508631939932,-4.10588817657507,4.25944099543976,3.23477463517895
"ests",5.1777638727648,2.03416504589316,-4.08735760002599,4.26763855585302,3.18280283964914
"ests",5.1061784964826,1.99580711477677,-4.10896683007008,4.2509183896324,3.25085161157439
"ests",5.10560122771307,1.94368388036108,-4.06255159081483,4.21786859610386,3.15047168756835
"ests",5.03323637513195,1.95507882979715,-4.03074331943403,4.15921718587223,3.20208074995166
"ests",5.1199261060921,2.02710702529418,-4.07339990051381,4.23107547487747,3.19301613830588
"ests",5.29888524838836,2.00986371786172,-4.15938566664784,4.35401857703969,3.32489347533888
"ests",5.17840460677402,2.05567233101497,-4.10705830188765,4.25299407833014,3.26313356015321
"ests",5.19011644847464,1.99576180104364,-4.09425164501669,4.27036329901424,3.20005824737356
"ests",5.17149413441239,2.00815926976906,-4.05635290542677,4.23590109352557,3.11260841489871
"ests",5.11140944386486,2.04888854037773,-4.12680662797001,4.30566982047446,3.20804653718671
"ests",5.07659938142023,2.0280242565919,-4.09902147161302,4.26739519363807,3.23410901628126
"ests",5.22394307637884,2.00122347570856,-4.13259732015025,4.30003911403043,3.22603011106523
"ests",5.17991535050052,2.06523768336819,-4.11409717808303,4.30577901570297,3.22395015898247
"ests",5.22422335707329,2.03283905941,-4.21254187995085,4.41069460960866,3.33194749406483
"ests",5.2149384325615,2.03792502011959,-4.11581270216994,4.30095720516827,3.16091511197332
"ests",5.22381684608152,2.02911341872852,-4.10094102383004,4.28572451138836,3.19376529377324
"ests",5.17329999789171,2.02890849809237,-4.10718857601246,4.25541975107275,3.26862913398284
"ests",5.22075300646227,2.00320149106435,-4.10095299353583,4.27302195336192,3.20580368195904
"ests",5.15487095693311,1.98488203128632,-4.05240003022868,4.19029372322435,3.19453294694672
"ests",5.21110401925704,2.01721631589873,-4.11241678285522,4.27911134855038,3.22674861393847
"ests",5.27557904560049,2.03400385273031,-4.15241157231237,4.32288591326515,3.24252755765298
"ests",5.17481777879138,1.98317939128647,-4.11263533709212,4.27906199994994,3.23716716679733
"ests",5.22710832850342,2.01690689146152,-4.05680965021422,4.21970049845607,3.13469277048163
"ests",5.16564208918994,2.00753331241171,-4.10705514540822,4.25536720884508,3.25174830571538
"ests",5.21663687067536,1.97809931060569,-4.0729420711797,4.25592405464018,3.14759219612517
"ests",5.0906681227644,1.99580827641685,-4.11445022065313,4.29190283606875,3.24932563696088
"ests",5.19768504949141,2.0150216700996,-4.10111410283923,4.30553675794897,3.15227440031884
"ests",5.16335666099393,2.04549868839086,-4.15335592393839,4.32470354120403,3.27022799093256
"ests",5.18353738253065,2.0007097455972,-4.13316901652265,4.31353400478304,3.24483925835403
"ests",5.22394817242986,2.03831425192095,-4.15158786417255,4.32109550329495,3.25367774375591
"ests",5.12666124415834,2.02441345336288,-4.12119484169322,4.34698569803522,3.18037462971761
"ests",5.14139353931553,2.02537020044839,-4.10120829731787,4.25998319460522,3.20759295817928
"ests",5.10575198828432,2.02624519342558,-4.10438046157195,4.24599473625203,3.2816403234366
"ests",5.31621162780396,2.02201368188074,-4.13998856589748,4.34860998599397,3.23113887260646
"ests",5.11353527650553,2.01382968991064,-4.05855776509585,4.24291237896234,3.11708692834158
"ests",5.18086404194282,2.03878588524057,-4.15249442789242,4.32500138889445,3.29690724119654
"ests",5.25340689953001,1.99655272921736,-4.11095421833313,4.30028392741882,3.18342087097042
"ests",5.2858765536533,2.0042540473714,-4.11487050805588,4.28400900340362,3.2473614627356
"ests",5.03648544343505,1.9862701780524,-4.03222170063569,4.1813001069144,3.1400511502475
"ests",5.04511632434019,2.02766585414496,-4.0722735193023,4.22597128127485,3.22065752850398
"ests",5.19586112999696,1.9795588333551,-4.06887595684722,4.24810970447723,3.14930684147928
"ests",5.15270908338877,2.00760115734982,-4.10225159557353,4.27487276108049,3.16947479040081
"ests",5.24667436198721,1.99704197629316,-4.12094529018462,4.27237479506249,3.29889504045046
"ests",5.07019444634114,2.03695547844478,-4.12686193852557,4.30273477012373,3.26403417087787
"ests",5.24745377675577,2.00390386920188,-4.12053532284997,4.31474446684186,3.23407574364937
"ests",5.24943021692004,2.03036105329503,-4.12328459490873,4.34279079019853,3.18821143459461
"ests",5.18143175383994,2.02212625438907,-4.09396301745744,4.27484293298,3.17471550304426
"ests",4.99145208126767,1.99274461488111,-4.01983466974023,4.1743436645404,3.11409217268246
"ests",5.19449707926491,2.01384807493434,-4.14641581543292,4.33817353777203,3.25221982861271
"ests",5.23642853287747,2.04442074098019,-4.15992711836945,4.36557543145871,3.22391395587822
"ests",5.16973345201328,2.04507448358285,-4.14117704986615,4.32175754790494,3.24622929913695
"ests",5.08375108148758,2.01182495081863,-4.05143714610066,4.22639779032538,3.14779229993415
"ests",5.12985028271968,2.02000291423304,-4.10944819284705,4.25112782570918,3.21269137209737
"ests",5.18507548194443,2.04827531002808,-4.12721464169578,4.29503345342941,3.27191117600471
"ests",5.17780423152399,2.01473816394573,-4.12772066286585,4.27625650411384,3.27879074222691
"ests",5.17442791475986,2.05024365566459,-4.1201733599584,4.29391114513858,3.26950361752908
"ests",5.18863944129467,2.00245604058918,-4.10761322632415,4.25493519183292,3.30426242095394
"ests",5.18171929372947,2.00490723945755,-4.09819622593422,4.28337475732117,3.20979644420179
"ests",5.17043002875169,2.00709120778825,-4.06042191482845,4.23658696972526,3.14611565479927
"ests",5.32649283927623,2.05926129238392,-4.15705729778468,4.34647186659295,3.27000945450055
"ests",5.14811150154407,1.99696710278316,-4.09263169048822,4.25938485265621,3.18603243651428
"ests",5.23308646237131,1.99576373974987,-4.07183943157215,4.2377196921905,3.15283450912102
"ests",5.31581684212814,2.02480921074378,-4.16886806922403,4.37689377333666,3.27274234045651
"ests",5.08301287901691,2.04817476221744,-4.11929770005119,4.29645723891618,3.244649701185
"ests",5.12441211802501,2.02655527742203,-4.10127382562015,4.24853570605112,3.20144180962671
"ests",5.22499607761591,2.01060361840428,-4.11104316844986,4.29831232422204,3.18921951326226
"ests",5.32061494230328,2.08502266294975,-4.167756396737,4.39993163496874,3.20316137497801
"ests",5.20957351563025,2.06687295366145,-4.13447225553992,4.33342387179395,3.18686968315714
"ests",5.20207156124065,2.01655736537985,-4.15818243779373,4.34297547822708,3.27230122579824
"ests",5.22209645962736,2.04407363214743,-4.14833335379949,4.33595070124173,3.24278516914711
"ests",5.22274091670176,2.02095834799479,-4.13625619576039,4.33993363241553,3.23302403404978
"ests",5.24140151736638,2.00989125897599,-4.10833970897858,4.30678312488642,3.21954338719248
"ests",5.24578830759692,1.99437062137567,-4.14142684322483,4.33474105741615,3.21047588377093
"ests",5.17575612676958,2.02420270138307,-4.07018076260428,4.23632729092613,3.17713035959477
"ests",5.34787302096614,2.05081903591308,-4.17823002413527,4.38240459381333,3.22013232774525
"ests",5.07219452538088,2.01687474036964,-4.08921973002274,4.22836385934432,3.22507793865625
"ests",5.17628462616619,2.02832632090265,-4.10941195515684,4.28704482224653,3.20318305955928
"ests",5.26452068584405,2.0458051583768,-4.145201739739,4.34416052423612,3.23579268072785
"ests",5.06852636745452,2.01856077606769,-4.07146909505185,4.23154229035341,3.10284842786999
"ests",5.20095207750293,2.01302042295877,-4.06714079110371,4.24697272906543,3.1599390250282
"ests",5.15048132647835,2.03340062919085,-4.09076252550399,4.23338720006163,3.23882733034401
"ests",5.0642526113941,2.00117860120875,-4.04610658625356,4.19722127237811,3.14335668203027
"ests",5.12247712162703,1.97330506323725,-4.0557163246432,4.21449300461324,3.16371097164629
"ests",5.24406638375712,2.0495234819819,-4.06444877678568,4.24925152234608,3.12030502280352
"ests",5.28115531948414,2.00830210938699,-4.09421399107738,4.28111435180514,3.23501338826447
"ests",5.27624260773719,2.07974207763308,-4.19429720439622,4.39402045751342,3.24010210700168
"ests",5.13266911061344,1.99115234291435,-4.05593227804936,4.19311746774984,3.16657182485788
"ests",5.11024817388395,1.99956063268046,-4.04186663623101,4.21043035072505,3.11763642937356
"ests",5.15257785596395,1.99818785115217,-4.12346911732247,4.29193113015091,3.26309319156888
"ests",5.14050087867066,1.96654893312033,-4.07099739827925,4.21860319861704,3.18957629775234
"ests",5.09894411426533,2.01826786509552,-4.09082206750053,4.24673826000932,3.19137718148799
"ests",5.19444806810169,2.01073177912856,-4.10255857998846,4.25253667939816,3.23912324807985
"ests",5.25123639879443,1.97937980693493,-4.13160292906499,4.31642128514621,3.26615799508451
"ests",5.11600596412336,2.03138624427752,-4.05785973155914,4.22046262603013,3.15481816895021
"ests",5.08622156729471,2.02362674106639,-4.10566772729192,4.27719439861491,3.18387410992454
"ests",5.24866527526344,2.03506285404908,-4.12641070731673,4.32097320040177,3.19870750412522
"ests",5.13737430002787,2.06316738743293,-4.12603868092939,4.3372795327569,3.18454080106747
"ests",5.20558692651879,2.04312135318942,-4.08812971919978,4.26192607061222,3.22194657334306
"ests",5.16644069689912,2.00787774973186,-4.06802224881548,4.26564840751956,3.10386894431903
"ests",5.26654000955844,2.05424497291568,-4.12496960639252,4.30410152614094,3.22208082200239
"ests",5.28363709326453,2.05590616060567,-4.13091788907058,4.30388163226074,3.27032548431177
"ests",5.1916542720238,2.02004145259222,-4.07967044558623,4.25579529756735,3.18416458736117
"ests",5.26464694424075,2.02145023310034,-4.15393048209894,4.32322584276798,3.23315466516237
"ests",5.26523328689286,2.01082101819368,-4.1295053726013,4.33274424768743,3.19093324593872
"ests",5.10889792920286,2.01968012397831,-4.07599469399341,4.24439707546,3.15038159067732
"ests",5.14562233045171,2.05136291325869,-4.08312085675024,4.24335606192291,3.2309015428989
"ests",5.32545709438522,2.02928872275601,-4.20745144408813,4.40067849513032,3.35094580604797
"ests",5.26876006551096,2.00351428982112,-4.11011454793492,4.28992785721173,3.21351231511158
"ests",5.18800318928293,1.98933397945201,-4.05356142917507,4.22769123798282,3.16927272058172
"ests",5.13894674186385,1.99866629501113,-4.07742275984521,4.21994974524415,3.20569892387809
"ests",5.16848222712203,2.03010368109724,-4.12462187266227,4.30752881996268,3.26599945771518
"ests",5.09656350281979,2.0396219049337,-4.06301947516677,4.21090174724074,3.15629514456075
"ests",5.28330568148294,1.97435200061018,-4.12737916523932,4.30367050459383,3.21167604284329
"ests",5.08181193054758,2.04502194450464,-4.09338090549677,4.25637860649344,3.20647697447235
"ests",5.17219128137658,2.02980709237529,-4.11556609295743,4.29442991694394,3.25992063878604
"ests",5.17980165273995,2.02496312784621,-4.13062675681939,4.29022867915695,3.25411219903847
"ests",5.20325245148459,1.96273673704869,-4.11461936467867,4.26498848678494,3.22858425229877
"ests",5.08154378591251,2.00021036829543,-4.04653082909798,4.20947211925202,3.10151373505527
"ests",5.2212609776452,2.05543974059697,-4.11533336536297,4.33379646212091,3.23445847649635
"ests",5.09995050444726,1.97422414694617,-4.04153173778866,4.21511012142364,3.13713162289973
"ests",5.06187029814569,1.97205643198921,-4.0730752118813,4.22141211056649,3.17403790174102
"ests",5.17601280530792,2.01738201039413,-4.09171259382537,4.29170292135,3.19140713032708
"ests",5.19049936611601,2.0429126993494,-4.13091138973733,4.30719844165531,3.17660070844599
"ests",5.17723481126374,2.04241208500172,-4.12847615483813,4.32801433692565,3.18750558203818
"ests",5.13919742522488,2.01853589800596,-4.06433382064248,4.2070558074177,3.2632854426996
"ests",5.20653034186745,2.00955193638381,-4.10394638082261,4.26408844512656,3.19511633721865
"ests",5.1381480808029,1.99278047497081,-4.10788890518137,4.280442694852,3.20543595134472
"ests",5.18951142423214,2.04036233195759,-4.12870628768275,4.2919887603736,3.24393669604564
"ests",5.17683390582722,2.01989062259355,-4.05171724878027,4.23602436601979,3.10449757396034
"ests",5.14199508390832,2.03105597981609,-4.11309843245204,4.29243228377053,3.21701546787413
"ests",5.11941551109882,2.0398707488315,-4.07636587678583,4.28260894460776,3.14703187115672
"ests",5.1182989796911,1.98592441703419,-4.06907179824716,4.21754899225673,3.20349430154584
"ests",5.15158811237125,1.99598544635438,-4.13923130503492,4.27624825214759,3.36841021809256
"ests",5.08097913544516,1.99802237088381,-4.0563789266049,4.17904898032799,3.24282163525335
"ests",5.16929299497568,2.04599368606655,-4.09411552382107,4.27313665316296,3.1700985567534
"ests",5.20047808935753,2.00502349551745,-4.12567447659145,4.30526000762672,3.22408357897824
"ests",5.24976255756723,2.03213007833292,-4.13934980266954,4.33959035116714,3.23429106324544
"ests",5.12515606388745,1.96024079041857,-4.07035299063086,4.22256253685074,3.21637607589006
"ests",5.22761971499523,2.02019011746185,-4.10103820549613,4.27654417945895,3.21630556959425
"ests",5.06107826754286,2.03029654124806,-4.10847749575455,4.26699407867538,3.18910385032725
"ests",5.2123905594449,1.98232412569129,-4.0875206711837,4.25678468644272,3.22646577301152
"ests",5.17697544329494,2.0120401627168,-4.10726210942212,4.30001499046089,3.26205451033155
"ests",5.20954219666045,2.03126650799643,-4.10400925551871,4.26866761213087,3.23013234423176
"ests",5.0963949302601,1.9942273082856,-4.0777808842117,4.22162861418941,3.18178142202238
"ests",5.33608812760674,2.03371555117923,-4.13648961130782,4.34744444575454,3.17118594922684
"ests",5.19430749143701,1.99131192096857,-4.09139617229993,4.29535439684173,3.21746719645686
"ests",5.2433116354471,2.07572823372664,-4.09987536231008,4.2975636419005,3.13896003005797
"ests",5.1306918090835,2.04995010342793,-4.1158624790222,4.30779520564817,3.19870500783442
"ests",5.14631932986721,2.06435708968855,-4.16000782231614,4.36020185513572,3.25802381004523
"ests",5.23348170378933,1.99735966558076,-4.12761088613743,4.31053283678656,3.19234487122865
"ests",5.0803817454561,1.98206158632702,-4.09242622008607,4.26363281324934,3.18741930985887
"ests",5.1447021855706,2.0200722274692,-4.15197602024974,4.32535526898503,3.22179408147195
"ests",5.1928575438935,1.99581765345591,-4.0960379091974,4.26876919784489,3.21727332406835
"ests",5.18465640232787,2.01182556060792,-4.05137598707031,4.23013214844933,3.14787140596805
"ests",5.2266673919158,1.98515454835005,-4.05405786821505,4.23553349230374,3.11280885991857
"ests",5.20055457469411,1.99788795722321,-4.09218955531408,4.2796938304284,3.1921425971142
"ests",5.18827171392763,2.06106268712825,-4.11267545092153,4.29576909372025,3.22144462088479
"ests",5.13165364018784,2.02846492996069,-4.1024605504706,4.28461076352218,3.11802488504991
"ests",5.07122273446112,1.97810826970995,-4.07677382359125,4.22080035179717,3.19952444360829
"ests",5.28583149540952,2.05533171436191,-4.09355990149147,4.26537581057272,3.16106070884166
"ests",5.18269830614131,2.01303968668293,-4.12984978349513,4.30124961801251,3.23103386814756
"ests",5.20391027338824,2.06298927856111,-4.08077940394419,4.28296732962524,3.13758601767596
"ests",5.11533525331475,2.02544880820771,-4.05209168766689,4.22956929750369,3.13703912963024
"ests",5.24506129107024,2.00357320150321,-4.13845246451609,4.29637084674936,3.25124332461942
"ests",5.18842554360303,2.0216658376926,-4.13117276977752,4.31348693091492,3.24064075114215
"ests",5.1394459772549,1.96665378223123,-4.06569833800067,4.21341945140812,3.20312807069917
"ests",5.12744164010259,2.0224452149687,-4.10972217623259,4.27190498352996,3.29636183630102
"ests",5.2171046816077,2.05932644853037,-4.13058342244245,4.30371348699473,3.27994756087124
"ests",5.15575839164479,1.9938540757314,-4.09145824012098,4.2335202749972,3.25694140485433
"ests",5.05142802321325,1.98521424905593,-4.05136275867248,4.1891341802497,3.17567919045409
"ests",5.14498206605827,1.97240332499156,-4.0818019964926,4.22549099191129,3.23086304222915
"ests",5.37884671074892,2.06257690060857,-4.19519018341515,4.38879419469015,3.27318950380595
"ests",5.08123253096183,1.93235301532617,-4.05377701453009,4.19476796058591,3.20382209243851
"ests",5.18449887306163,2.02026492847677,-4.05972981966575,4.24497069137999,3.17070854458757
"ests",5.16155486048682,2.02937012942778,-4.11045916446195,4.25008875690383,3.23734951197048
"ests",5.21051503948316,2.03074979786888,-4.094322823097,4.25420539259745,3.19312008863795
"ests",5.13640519669814,2.06719808937503,-4.11033193049838,4.26852982727344,3.1901558680957
"ests",5.25412867450178,2.07195839071145,-4.15838469928728,4.33508888046396,3.31935333632979
"ests",5.13171076329356,2.04364578060262,-4.08133087415541,4.25183705670525,3.17932495048377
"ests",5.19584907602411,2.00043055354436,-4.12256978479982,4.26889629796852,3.26418375802229
"ests",5.24616690368584,2.0421177150689,-4.0740979029725,4.24913886694072,3.19041422951725
"ests",5.07130817939199,1.99229997939723,-4.03566842745915,4.19352281773394,3.13742237980823
"ests",5.20362173760731,2.02897955553942,-4.03298225824856,4.18073286007973,3.18387153287019
"ests",5.18966473752443,2.06453093232724,-4.14674192660397,4.30659560055769,3.27981078266101
"ests",5.19800451593698,2.0500816924253,-4.11617785424098,4.28533604720744,3.25676310798705
"ests",5.08582267763793,2.05195585185893,-4.08803757561945,4.24136089810058,3.25667566007776
"ests",5.29221187835876,2.04050350216991,-4.16820784546027,4.39013390167959,3.29243550620715
"ests",5.16017511155184,2.04279487346825,-4.11185158621506,4.30034025879782,3.19490907655563
"ests",5.12792285804223,1.99922390297019,-4.06356988627027,4.23244664771587,3.16815625501995
"ests",5.11759569174773,1.9742082356597,-4.00792296280543,4.15253684658868,3.08853951870633
"ests",5.25732770989243,2.04460954752734,-4.19738359221971,4.41642039630706,3.32040151373809
"ests",5.19887961955652,2.00553806612027,-4.09210447768962,4.28432369459063,3.20566034383967
"ests",5.24835231898494,2.0274920029969,-4.11485572799489,4.29567648023709,3.22708708394753
"ests",5.22017669065135,2.03817859589937,-4.13077572854242,4.30567850893714,3.25775298749341
"ests",5.21414126714306,2.05465150256667,-4.14529358142563,4.34254587000649,3.20248914158913
"ests",5.14027533457383,1.99932826159967,-4.10960301387766,4.28348351471377,3.20616822796453
"ests",5.12492528499569,1.99418894182395,-4.0729749673929,4.23888235220196,3.15718163400248
"ests",5.18281150013016,2.02758123609653,-4.16997815128941,4.33121681153715,3.31103468751355
"ests",5.20315106380077,2.0460838856035,-4.11799682959527,4.31131294420188,3.21335604842948
"ests",5.36413818246195,2.05147556057125,-4.21554384585096,4.42978108973363,3.33254333836894
"ests",5.18412047772759,2.0291613357001,-4.11639754209282,4.30007521965947,3.21396148458678
"ests",5.08546150391755,1.99300873884098,-4.02650173255496,4.16312047653051,3.12374351692972
"ests",5.31960332024951,2.01762660024132,-4.111615033464,4.30976324403182,3.24508402033968
"ests",5.10460556696734,2.02132820147114,-4.08618277902063,4.26794216635484,3.13326252409342
"ests",5.26626387580744,2.04093624784742,-4.1201744806728,4.3066887701077,3.1647353543935
"ests",5.06642972982678,1.99788744025155,-4.05903917290776,4.21477640305327,3.16339799528574
"ests",5.22531754540134,2.00589247093849,-4.13313279932689,4.30643173654271,3.29762331917977
"ests",5.25615687911565,2.01831894712346,-4.15383176866566,4.34097809098257,3.23968444595654
"ests",5.10027433339014,2.03459867485258,-4.08093447680523,4.23561492347323,3.15027457574407
"ests",5.05539359856807,1.98818769746194,-4.00844300306209,4.11604995608065,3.14845555270246
"ests",5.18585613661788,2.03559349547711,-4.12270578871417,4.32702421735761,3.17455648420931
"ests",5.20371758025931,2.03487881988527,-4.15831477748218,4.36216319336436,3.25288665507363
"ests",5.22609749963226,2.01700538548053,-4.1473577720429,4.31771043734967,3.27220895742928
"ests",5.06960943871195,1.97142876702195,-4.08299283917975,4.23371755001728,3.24599728510291
"ests",5.14356565017557,2.02560496014768,-4.09990814473835,4.28693161572795,3.11831091951079
"ests",5.13009880671902,2.02751409014213,-4.1084791793566,4.25382313198254,3.25591539747691
"ests",5.25885125738157,2.09262785628088,-4.14774877713497,4.36165512587033,3.23527688149097
"ests",5.29091831348068,1.99956691568805,-4.16304568437753,4.35323567399937,3.28391184205536
"ests",5.12593844377437,1.98059103799124,-4.08928323185473,4.24678556890206,3.2233762327777
"ests",5.26052771738534,1.97008301060726,-4.09451766618595,4.26838740604884,3.19514459708188
"ests",5.12553240217367,2.00803674084702,-4.10256959571802,4.24642224762039,3.20996791592614
"ests",5.22986127808736,2.01479227545021,-4.14467114294816,4.3441408260556,3.28793041001735
"ests",5.04071959218259,2.04649103497745,-4.03227573541799,4.17837277862973,3.10618919314223
"ests",5.26862394333175,2.02321167682847,-4.07511621923307,4.24233670932443,3.16704323450544
"ests",5.23752653258996,2.02772530981077,-4.07559813077961,4.25264847624718,3.14523250867706
"ests",5.23587927692628,2.02575213980314,-4.11388183922318,4.26111414190654,3.2305369488921
"ests",5.18583909674483,2.06269355004388,-4.14266753386872,4.33196425670137,3.25030482308879
"ests",5.15758135968754,2.05818884487148,-4.12866841366112,4.29946543715478,3.23670998662177
"ests",5.15004033089676,1.97527324770688,-4.03119005395522,4.18777101353532,3.14075819148829
"ests",5.10481265854617,1.98406368339973,-4.06997400823311,4.21319473233528,3.16831269332389
"ests",5.12207573232749,1.9935385432815,-4.10901699575723,4.27955599846407,3.2515849256428
"ests",5.23228759547584,2.04019522344369,-4.13061018689552,4.30573965247399,3.28424947162014
"ests",5.08929820815704,2.02188675146702,-4.06286195178905,4.20445501990531,3.20202652323153
"ests",5.151955207898,2.03875536565023,-4.07715466822038,4.2429841699365,3.13559448349523
"ests",5.20842681486773,2.02876101652841,-4.07591979541238,4.25174221502002,3.17758185291263
"ests",4.99605474273481,2.00038414775319,-4.0381069601415,4.20424233251291,3.11833421630601
"ests",5.22933423457836,2.0127466592613,-4.15701349682223,4.32316584096756,3.38639796046241
"ests",5.15469303198097,2.03337660960195,-4.10656454305755,4.30434282329931,3.21488077397881
"ests",5.2054862048168,2.00776893958399,-4.08352627728035,4.25080189797808,3.17077471211354
"ests",5.17985714420092,2.01388044353358,-4.08760411128309,4.26308443012152,3.22270273760606
