from,to,sim,plot_order,label
V16,NA,14,2,16
V2,NA,14,2,2
V3,V5,14,2,3
V3,V6,14,2,3
V3,V12,14,2,3
V4,NA,14,2,4
V5,NA,14,2,5
V6,V3,14,2,6
V6,V12,14,2,6
V7,V11,14,2,7
V8,NA,14,2,8
V9,NA,14,2,9
V1,NA,15,4,1
V10,V8,15,4,10
V11,NA,15,4,11
V12,V6,15,4,12
V12,V13,15,4,12
V13,V12,15,4,13
V14,NA,15,4,14
V15,NA,15,4,15
V16,NA,15,4,16
V2,V5,15,4,2
V2,V13,15,4,2
V3,NA,15,4,3
V4,NA,15,4,4
V5,NA,15,4,5
V6,NA,15,4,6
V7,V8,15,4,7
V8,V9,15,4,8
V8,V10,15,4,8
V9,V8,15,4,9
V1,NA,2,5,1
V10,V8,2,5,10
V10,V11,2,5,10
V10,V14,2,5,10
V11,V10,2,5,11
V12,V6,2,5,12
V12,V13,2,5,12
V13,V12,2,5,13
V14,V8,2,5,14
V14,V10,2,5,14
V15,NA,2,5,15
V16,NA,2,5,16
V2,V4,2,5,2
V3,V2,2,5,3
V3,V5,2,5,3
V3,V12,2,5,3
V4,V2,2,5,4
V5,V2,2,5,5
V6,V3,2,5,6
V7,V13,2,5,7
V8,NA,2,5,8
V9,V12,2,5,9
V1,V8,3,13,1
V10,V7,3,13,10
V11,V15,3,13,11
V12,V6,3,13,12
V12,V13,3,13,12
V13,V4,3,13,13
V13,V6,3,13,13
V13,V12,3,13,13
V14,NA,3,13,14
V15,NA,3,13,15
V16,NA,3,13,16
V2,V3,3,13,2
V3,V6,3,13,3
V3,V15,3,13,3
V4,NA,3,13,4
V5,NA,3,13,5
V6,V3,3,13,6
V6,V12,3,13,6
V6,V13,3,13,6
V6,V15,3,13,6
V7,V10,3,13,7
V7,V12,3,13,7
V8,V13,3,13,8
V9,NA,3,13,9
V1,V3,4,7,1
V1,V12,4,7,1
V10,V11,4,7,10
V10,V14,4,7,10
V11,V10,4,7,11
V11,V14,4,7,11
V12,V2,4,7,12
V12,V3,4,7,12
V12,V6,4,7,12
V13,NA,4,7,13
V14,V10,4,7,14
V14,V11,4,7,14
V15,V4,4,7,15
V16,NA,4,7,16
V2,V12,4,7,2
V3,V1,4,7,3
V3,V5,4,7,3
V3,V6,4,7,3
V3,V12,4,7,3
V3,V16,4,7,3
V4,NA,4,7,4
V5,V3,4,7,5
V5,V4,4,7,5
V6,V3,4,7,6
V6,V12,4,7,6
V7,V15,4,7,7
V8,V9,4,7,8
V9,V8,4,7,9
V9,V11,4,7,9
V1,V12,5,1,1
V10,V11,5,1,10
V10,V14,5,1,10
V11,V10,5,1,11
V11,V14,5,1,11
V12,V1,5,1,12
V12,V6,5,1,12
V12,V13,5,1,12
V13,V6,5,1,13
V13,V12,5,1,13
V14,V10,5,1,14
V14,V11,5,1,14
V14,V15,5,1,14
V15,NA,5,1,15
V16,NA,5,1,16
V2,V13,5,1,2
V3,NA,5,1,3
V4,V9,5,1,4
V5,NA,5,1,5
V6,V13,5,1,6
V7,V9,5,1,7
V7,V10,5,1,7
V8,NA,5,1,8
V9,NA,5,1,9
V1,NA,6,8,1
V10,V7,6,8,10
V10,V8,6,8,10
V10,V11,6,8,10
V10,V14,6,8,10
V11,NA,6,8,11
V12,V3,6,8,12
V13,V2,6,8,13
V14,V10,6,8,14
V15,V11,6,8,15
V16,NA,6,8,16
V2,V3,6,8,2
V2,V5,6,8,2
V2,V13,6,8,2
V3,V2,6,8,3
V3,V5,6,8,3
V3,V6,6,8,3
V3,V12,6,8,3
V4,NA,6,8,4
V5,V2,6,8,5
V5,V3,6,8,5
V6,V3,6,8,6
V6,V12,6,8,6
V7,V3,6,8,7
V8,NA,6,8,8
V9,NA,6,8,9
V1,NA,7,3,1
V10,V9,7,3,10
V10,V11,7,3,10
V10,V14,7,3,10
V11,V8,7,3,11
V11,V14,7,3,11
V12,V13,7,3,12
V12,V15,7,3,12
V13,V2,7,3,13
V13,V6,7,3,13
V13,V12,7,3,13
V13,V16,7,3,13
V14,V10,7,3,14
V14,V11,7,3,14
V15,NA,7,3,15
V16,V7,7,3,16
V2,V3,7,3,2
V2,V13,7,3,2
V3,V2,7,3,3
V3,V5,7,3,3
V4,NA,7,3,4
V5,V3,7,3,5
V6,NA,7,3,6
V7,V16,7,3,7
V8,V9,7,3,8
V8,V11,7,3,8
V9,V8,7,3,9
V9,V10,7,3,9
V1,NA,8,9,1
V10,V9,8,9,10
V10,V11,8,9,10
V11,V10,8,9,11
V11,V14,8,9,11
V12,V2,8,9,12
V13,V2,8,9,13
V13,V12,8,9,13
V14,V11,8,9,14
V14,V16,8,9,14
V15,V2,8,9,15
V16,V14,8,9,16
V2,V12,8,9,2
V2,V13,8,9,2
V3,NA,8,9,3
V4,NA,8,9,4
V5,NA,8,9,5
V6,NA,8,9,6
V7,NA,8,9,7
V8,NA,8,9,8
V9,V8,8,9,9
V1,NA,9,10,1
V10,V8,9,10,10
V11,NA,9,10,11
V12,V6,9,10,12
V13,V6,9,10,13
V14,NA,9,10,14
V15,NA,9,10,15
V16,NA,9,10,16
V2,V3,9,10,2
V3,V6,9,10,3
V4,V5,9,10,4
V5,V8,9,10,5
V6,V3,9,10,6
V6,V12,9,10,6
V6,V13,9,10,6
V7,NA,9,10,7
V8,NA,9,10,8
V9,NA,9,10,9
V1,NA,dat,15,1
V2,V12,dat,15,2
V3,NA,dat,15,3
V4,NA,dat,15,4
V5,V3,dat,15,5
V5,V9,dat,15,5
V6,V5,dat,15,6
V6,V8,dat,15,6
V6,V9,dat,15,6
V6,V13,dat,15,6
V7,NA,dat,15,7
V8,V9,dat,15,8
V9,V5,dat,15,9
V9,V8,dat,15,9
V10,V11,dat,15,10
V10,V14,dat,15,10
V11,V10,dat,15,11
V12,V13,dat,15,12
V13,V12,dat,15,13
V14,V10,dat,15,14
V14,V11,dat,15,14
V15,NA,dat,15,15
V16,V9,dat,15,16
