from,to,dep.var.id,wave,sim
9,8,1,2,17
9,16,1,2,17
10,11,1,2,17
10,14,1,2,17
11,7,1,2,17
11,10,1,2,17
11,14,1,2,17
12,13,1,2,17
13,12,1,2,17
14,10,1,2,17
14,11,1,2,17
16,5,1,2,17
16,6,1,2,17
16,9,1,2,17
1,NA,NA,1,18
2,NA,NA,1,18
6,12,1,1,18
8,1,1,1,18
10,11,1,1,18
11,10,1,1,18
12,2,1,1,18
12,6,1,1,18
12,13,1,1,18
13,6,1,1,18
13,12,1,1,18
14,10,1,1,18
2,NA,NA,2,18
3,5,1,2,18
3,9,1,2,18
5,3,1,2,18
5,9,1,2,18
6,NA,NA,2,18
8,9,1,2,18
9,5,1,2,18
9,6,1,2,18
9,8,1,2,18
9,16,1,2,18
10,NA,NA,2,18
11,10,1,2,18
12,2,1,2,18
14,10,1,2,18
14,11,1,2,18
16,9,1,2,18
1,5,1,1,19
2,3,1,1,19
3,2,1,1,19
3,5,1,1,19
5,2,1,1,19
5,3,1,1,19
10,11,1,1,19
11,NA,NA,1,19
1,NA,NA,2,19
2,NA,NA,2,19
4,1,1,2,19
5,9,1,2,19
5,16,1,2,19
6,NA,NA,2,19
8,6,1,2,19
9,5,1,2,19
9,8,1,2,19
10,2,1,2,19
10,11,1,2,19
10,14,1,2,19
11,10,1,2,19
11,14,1,2,19
12,NA,NA,2,19
13,12,1,2,19
14,10,1,2,19
14,11,1,2,19
16,9,1,2,19
2,3,1,1,20
3,2,1,1,20
3,6,1,1,20
4,5,1,1,20
5,NA,NA,1,20
6,NA,NA,1,20
7,10,1,1,20
8,9,1,1,20
8,11,1,1,20
9,8,1,1,20
10,7,1,1,20
11,8,1,1,20
12,2,1,1,20
12,13,1,1,20
13,12,1,1,20
16,7,1,1,20
3,NA,NA,2,20
5,3,1,2,20
5,9,1,2,20
6,8,1,2,20
6,13,1,2,20
7,10,1,2,20
8,6,1,2,20
8,9,1,2,20
9,5,1,2,20
9,8,1,2,20
10,9,1,2,20
10,11,1,2,20
10,14,1,2,20
11,14,1,2,20
12,13,1,2,20
13,6,1,2,20
13,12,1,2,20
14,10,1,2,20
2,5,1,1,21
2,12,1,1,21
4,5,1,1,21
4,11,1,1,21
4,13,1,1,21
5,2,1,1,21
5,4,1,1,21
6,13,1,1,21
10,NA,NA,1,21
11,13,1,1,21
12,2,1,1,21
12,6,1,1,21
12,13,1,1,21
13,4,1,1,21
13,6,1,1,21
13,10,1,1,21
13,11,1,1,21
13,12,1,1,21
15,5,1,1,21
5,9,1,2,21
6,NA,NA,2,21
8,5,1,2,21
8,9,1,2,21
9,5,1,2,21
9,8,1,2,21
10,6,1,2,21
10,11,1,2,21
10,14,1,2,21
11,10,1,2,21
11,14,1,2,21
12,13,1,2,21
13,NA,NA,2,21
14,10,1,2,21
14,11,1,2,21
1,6,1,1,22
1,11,1,1,22
2,7,1,1,22
3,5,1,1,22
5,3,1,1,22
6,12,1,1,22
7,2,1,1,22
7,10,1,1,22
9,NA,NA,1,22
10,7,1,1,22
10,11,1,1,22
10,14,1,1,22
11,1,1,1,22
11,10,1,1,22
12,6,1,1,22
14,10,1,1,22
14,11,1,1,22
15,9,1,1,22
15,12,1,1,22
5,NA,NA,2,22
6,5,1,2,22
6,8,1,2,22
8,9,1,2,22
9,5,1,2,22
9,8,1,2,22
10,NA,NA,2,22
11,NA,NA,2,22
12,NA,NA,2,22
13,12,1,2,22
14,10,1,2,22
14,11,1,2,22
1,NA,NA,1,23
2,NA,NA,1,23
3,12,1,1,23
3,16,1,1,23
5,NA,NA,1,23
6,5,1,1,23
6,12,1,1,23
6,13,1,1,23
7,11,1,1,23
8,9,1,1,23
9,NA,NA,1,23
10,2,1,1,23
10,11,1,1,23
11,7,1,1,23
11,10,1,1,23
12,3,1,1,23
12,6,1,1,23
12,13,1,1,23
12,16,1,1,23
13,1,1,1,23
13,6,1,1,23
13,12,1,1,23
13,16,1,1,23
16,6,1,1,23
16,12,1,1,23
16,13,1,1,23
2,12,1,2,23
5,6,1,2,23
6,5,1,2,23
6,8,1,2,23
6,9,1,2,23
6,13,1,2,23
8,9,1,2,23
9,8,1,2,23
11,14,1,2,23
12,2,1,2,23
13,12,1,2,23
14,11,1,2,23
16,11,1,2,23
2,3,1,1,24
2,7,1,1,24
2,13,1,1,24
3,2,1,1,24
6,9,1,1,24
7,2,1,1,24
9,6,1,1,24
10,7,1,1,24
11,14,1,1,24
12,6,1,1,24
13,2,1,1,24
13,7,1,1,24
14,11,1,1,24
5,9,1,2,24
6,5,1,2,24
6,8,1,2,24
6,9,1,2,24
8,6,1,2,24
8,9,1,2,24
9,5,1,2,24
9,6,1,2,24
10,14,1,2,24
11,14,1,2,24
12,14,1,2,24
14,10,1,2,24
14,11,1,2,24
16,10,1,2,24
1,NA,NA,1,25
3,5,1,1,25
5,NA,NA,1,25
8,9,1,1,25
8,10,1,1,25
9,8,1,1,25
10,1,1,1,25
10,11,1,1,25
10,14,1,1,25
11,10,1,1,25
11,14,1,1,25
12,NA,NA,1,25
14,10,1,1,25
14,11,1,1,25
15,12,1,1,25
2,12,1,2,25
5,6,1,2,25
5,9,1,2,25
6,5,1,2,25
6,8,1,2,25
6,9,1,2,25
6,13,1,2,25
8,6,1,2,25
8,9,1,2,25
8,16,1,2,25
9,5,1,2,25
9,6,1,2,25
9,8,1,2,25
9,16,1,2,25
10,11,1,2,25
10,14,1,2,25
11,10,1,2,25
12,2,1,2,25
13,NA,NA,2,25
14,10,1,2,25
16,9,1,2,25
2,13,1,1,26
3,4,1,1,26
3,5,1,1,26
3,6,1,1,26
3,12,1,1,26
3,15,1,1,26
4,NA,NA,1,26
5,3,1,1,26
6,3,1,1,26
6,13,1,1,26
6,15,1,1,26
7,14,1,1,26
8,10,1,1,26
10,4,1,1,26
10,7,1,1,26
10,8,1,1,26
10,14,1,1,26
12,3,1,1,26
12,13,1,1,26
13,6,1,1,26
13,12,1,1,26
14,7,1,1,26
14,10,1,1,26
15,NA,NA,1,26
5,NA,NA,2,26
6,9,1,2,26
8,5,1,2,26
8,9,1,2,26
9,5,1,2,26
9,8,1,2,26
9,16,1,2,26
10,11,1,2,26
11,10,1,2,26
12,13,1,2,26
13,12,1,2,26
16,9,1,2,26
2,12,1,1,27
3,NA,NA,1,27
4,5,1,1,27
5,4,1,1,27
6,12,1,1,27
6,13,1,1,27
7,3,1,1,27
8,9,1,1,27
8,10,1,1,27
9,8,1,1,27
10,8,1,1,27
10,11,1,1,27
10,16,1,1,27
11,10,1,1,27
12,2,1,1,27
12,6,1,1,27
12,13,1,1,27
13,2,1,1,27
13,6,1,1,27
13,8,1,1,27
13,12,1,1,27
16,10,1,1,27
5,9,1,2,27
6,8,1,2,27
6,13,1,2,27
8,9,1,2,27
9,5,1,2,27
9,8,1,2,27
10,11,1,2,27
11,10,1,2,27
12,16,1,2,27
13,6,1,2,27
16,NA,NA,2,27
2,6,1,1,28
3,2,1,1,28
3,5,1,1,28
3,6,1,1,28
3,12,1,1,28
4,5,1,1,28
5,3,1,1,28
5,12,1,1,28
6,2,1,1,28
6,3,1,1,28
6,12,1,1,28
6,13,1,1,28
8,16,1,1,28
9,10,1,1,28
10,11,1,1,28
10,14,1,1,28
11,14,1,1,28
12,3,1,1,28
12,6,1,1,28
12,13,1,1,28
13,6,1,1,28
13,12,1,1,28
14,10,1,1,28
14,11,1,1,28
16,8,1,1,28
2,NA,NA,2,28
3,NA,NA,2,28
4,2,1,2,28
5,3,1,2,28
5,9,1,2,28
6,8,1,2,28
6,13,1,2,28
7,13,1,2,28
8,9,1,2,28
8,16,1,2,28
9,5,1,2,28
9,8,1,2,28
9,14,1,2,28
10,11,1,2,28
11,10,1,2,28
12,13,1,2,28
13,NA,NA,2,28
14,10,1,2,28
16,NA,NA,2,28
2,NA,NA,1,29
3,2,1,1,29
3,5,1,1,29
3,6,1,1,29
4,10,1,1,29
5,NA,NA,1,29
6,2,1,1,29
6,3,1,1,29
6,12,1,1,29
7,NA,NA,1,29
8,9,1,1,29
9,8,1,1,29
10,NA,NA,1,29
11,7,1,1,29
12,6,1,1,29
12,13,1,1,29
13,12,1,1,29
14,16,1,1,29
16,NA,NA,1,29
1,2,1,2,29
2,1,1,2,29
3,NA,NA,2,29
5,6,1,2,29
5,9,1,2,29
6,5,1,2,29
6,9,1,2,29
6,13,1,2,29
9,5,1,2,29
9,6,1,2,29
10,11,1,2,29
10,14,1,2,29
11,10,1,2,29
12,9,1,2,29
12,13,1,2,29
13,12,1,2,29
14,10,1,2,29
15,3,1,2,29
1,2,1,1,30
2,NA,NA,1,30
3,NA,NA,1,30
6,12,1,1,30
6,13,1,1,30
7,14,1,1,30
8,3,1,1,30
11,12,1,1,30
11,13,1,1,30
11,14,1,1,30
12,6,1,1,30
12,11,1,1,30
12,13,1,1,30
12,16,1,1,30
13,6,1,1,30
13,11,1,1,30
13,12,1,1,30
14,11,1,1,30
16,12,1,1,30
4,NA,NA,2,30
5,6,1,2,30
5,9,1,2,30
6,9,1,2,30
8,9,1,2,30
9,5,1,2,30
9,6,1,2,30
9,8,1,2,30
10,NA,NA,2,30
11,10,1,2,30
11,14,1,2,30
12,13,1,2,30
13,12,1,2,30
14,4,1,2,30
14,11,1,2,30
2,5,1,1,31
2,13,1,1,31
3,NA,NA,1,31
4,5,1,1,31
5,2,1,1,31
7,11,1,1,31
8,11,1,1,31
11,7,1,1,31
11,14,1,1,31
13,2,1,1,31
14,3,1,1,31
14,11,1,1,31
5,9,1,2,31
5,16,1,2,31
6,NA,NA,2,31
8,5,1,2,31
8,6,1,2,31
8,9,1,2,31
9,5,1,2,31
9,8,1,2,31
9,16,1,2,31
10,11,1,2,31
10,14,1,2,31
11,10,1,2,31
11,14,1,2,31
13,6,1,2,31
14,10,1,2,31
14,11,1,2,31
16,5,1,2,31
16,9,1,2,31
2,5,1,1,32
4,NA,NA,1,32
5,2,1,1,32
5,4,1,1,32
7,11,1,1,32
8,9,1,1,32
9,8,1,1,32
10,7,1,1,32
10,11,1,1,32
10,14,1,1,32
11,7,1,1,32
11,10,1,1,32
12,13,1,1,32
13,12,1,1,32
14,7,1,1,32
14,10,1,1,32
14,11,1,1,32
1,4,1,2,32
2,12,1,2,32
4,NA,NA,2,32
5,9,1,2,32
6,5,1,2,32
6,8,1,2,32
6,9,1,2,32
6,13,1,2,32
8,6,1,2,32
8,9,1,2,32
9,5,1,2,32
9,6,1,2,32
9,8,1,2,32
10,14,1,2,32
12,13,1,2,32
13,6,1,2,32
13,12,1,2,32
14,10,1,2,32
3,7,1,1,33
4,5,1,1,33
5,4,1,1,33
6,12,1,1,33
6,13,1,1,33
7,NA,NA,1,33
8,9,1,1,33
9,8,1,1,33
10,11,1,1,33
10,14,1,1,33
11,10,1,1,33
11,14,1,1,33
12,6,1,1,33
12,13,1,1,33
13,6,1,1,33
13,12,1,1,33
14,10,1,1,33
3,5,1,2,33
5,3,1,2,33
5,9,1,2,33
6,8,1,2,33
8,6,1,2,33
9,5,1,2,33
2,3,1,1,34
3,2,1,1,34
3,15,1,1,34
8,9,1,1,34
8,10,1,1,34
9,8,1,1,34
10,NA,NA,1,34
15,NA,NA,1,34
1,13,1,2,34
3,13,1,2,34
5,9,1,2,34
6,8,1,2,34
6,9,1,2,34
8,6,1,2,34
8,9,1,2,34
9,8,1,2,34
10,11,1,2,34
10,14,1,2,34
11,10,1,2,34
12,6,1,2,34
12,13,1,2,34
13,12,1,2,34
14,NA,NA,2,34
3,9,1,1,35
4,5,1,1,35
5,4,1,1,35
5,15,1,1,35
6,12,1,1,35
6,13,1,1,35
7,9,1,1,35
9,7,1,1,35
10,11,1,1,35
10,14,1,1,35
11,10,1,1,35
11,14,1,1,35
12,6,1,1,35
12,13,1,1,35
13,6,1,1,35
13,12,1,1,35
14,10,1,1,35
14,11,1,1,35
15,5,1,1,35
2,12,1,2,35
3,NA,NA,2,35
4,10,1,2,35
5,9,1,2,35
6,8,1,2,35
8,NA,NA,2,35
9,5,1,2,35
9,8,1,2,35
9,16,1,2,35
10,11,1,2,35
10,14,1,2,35
11,10,1,2,35
11,14,1,2,35
12,2,1,2,35
12,13,1,2,35
13,3,1,2,35
13,12,1,2,35
14,10,1,2,35
16,9,1,2,35
2,3,1,1,36
2,13,1,1,36
3,2,1,1,36
3,6,1,1,36
3,12,1,1,36
3,15,1,1,36
4,8,1,1,36
5,16,1,1,36
6,3,1,1,36
6,12,1,1,36
7,11,1,1,36
8,NA,NA,1,36
9,4,1,1,36
11,7,1,1,36
12,3,1,1,36
12,6,1,1,36
12,13,1,1,36
12,15,1,1,36
13,2,1,1,36
13,6,1,1,36
13,12,1,1,36
15,3,1,1,36
15,12,1,1,36
16,5,1,1,36
1,NA,NA,2,36
4,10,1,2,36
6,8,1,2,36
6,13,1,2,36
7,1,1,2,36
7,9,1,2,36
8,6,1,2,36
9,7,1,2,36
9,8,1,2,36
10,4,1,2,36
10,11,1,2,36
10,14,1,2,36
11,10,1,2,36
11,14,1,2,36
12,13,1,2,36
13,6,1,2,36
13,12,1,2,36
14,10,1,2,36
14,11,1,2,36
15,8,1,2,36
1,7,1,1,37
2,3,1,1,37
2,12,1,1,37
2,13,1,1,37
3,2,1,1,37
3,5,1,1,37
4,5,1,1,37
5,2,1,1,37
5,3,1,1,37
5,4,1,1,37
7,NA,NA,1,37
9,10,1,1,37
10,14,1,1,37
12,2,1,1,37
12,13,1,1,37
13,2,1,1,37
13,12,1,1,37
14,7,1,1,37
14,10,1,1,37
1,16,1,2,37
2,12,1,2,37
5,16,1,2,37
6,8,1,2,37
6,9,1,2,37
8,NA,NA,2,37
9,8,1,2,37
10,11,1,2,37
11,10,1,2,37
12,13,1,2,37
13,NA,NA,2,37
14,10,1,2,37
16,5,1,2,37
3,6,1,1,38
3,12,1,1,38
4,5,1,1,38
4,15,1,1,38
5,4,1,1,38
6,3,1,1,38
6,12,1,1,38
7,NA,NA,1,38
10,7,1,1,38
10,11,1,1,38
10,14,1,1,38
11,10,1,1,38
12,3,1,1,38
12,6,1,1,38
12,13,1,1,38
13,6,1,1,38
13,12,1,1,38
14,7,1,1,38
14,10,1,1,38
14,11,1,1,38
15,4,1,1,38
16,14,1,1,38
2,4,1,2,38
4,NA,NA,2,38
5,9,1,2,38
6,8,1,2,38
7,10,1,2,38
8,5,1,2,38
8,6,1,2,38
8,9,1,2,38
9,5,1,2,38
9,8,1,2,38
10,11,1,2,38
10,14,1,2,38
11,10,1,2,38
11,14,1,2,38
12,13,1,2,38
13,12,1,2,38
14,10,1,2,38
14,11,1,2,38
15,NA,NA,2,38
16,15,1,2,38
2,5,1,1,39
2,6,1,1,39
2,13,1,1,39
3,2,1,1,39
3,5,1,1,39
3,6,1,1,39
4,6,1,1,39
5,2,1,1,39
5,3,1,1,39
5,6,1,1,39
5,9,1,1,39
6,2,1,1,39
6,3,1,1,39
6,5,1,1,39
6,9,1,1,39
6,12,1,1,39
6,13,1,1,39
7,10,1,1,39
8,10,1,1,39
8,15,1,1,39
9,5,1,1,39
10,NA,NA,1,39
12,6,1,1,39
12,13,1,1,39
13,2,1,1,39
13,6,1,1,39
13,12,1,1,39
15,NA,NA,1,39
2,15,1,2,39
3,4,1,2,39
4,3,1,2,39
5,6,1,2,39
5,9,1,2,39
6,5,1,2,39
9,5,1,2,39
10,NA,NA,2,39
11,10,1,2,39
11,14,1,2,39
12,NA,NA,2,39
13,12,1,2,39
14,11,1,2,39
15,NA,NA,2,39
4,NA,NA,1,40
6,13,1,1,40
7,11,1,1,40
9,15,1,1,40
10,14,1,1,40
11,7,1,1,40
11,14,1,1,40
12,6,1,1,40
12,13,1,1,40
13,4,1,1,40
13,6,1,1,40
13,12,1,1,40
14,10,1,1,40
14,11,1,1,40
15,7,1,1,40
1,NA,NA,2,40
5,6,1,2,40
5,9,1,2,40
5,16,1,2,40
6,NA,NA,2,40
8,9,1,2,40
9,5,1,2,40
9,8,1,2,40
10,NA,NA,2,40
11,10,1,2,40
12,13,1,2,40
13,1,1,2,40
13,12,1,2,40
14,12,1,2,40
16,5,1,2,40
1,4,1,1,41
2,3,1,1,41
2,5,1,1,41
2,12,1,1,41
3,2,1,1,41
4,1,1,1,41
4,14,1,1,41
5,NA,NA,1,41
6,8,1,1,41
6,12,1,1,41
8,NA,NA,1,41
12,2,1,1,41
12,6,1,1,41
12,13,1,1,41
13,12,1,1,41
14,4,1,1,41
15,14,1,1,41
2,12,1,2,41
3,5,1,2,41
5,3,1,2,41
5,9,1,2,41
6,9,1,2,41
6,13,1,2,41
