from,to,dep.var.id,wave,sim
13,6,1,2,9
13,12,1,2,9
14,10,1,2,9
2,3,1,1,10
2,5,1,1,10
3,NA,NA,1,10
4,NA,NA,1,10
5,NA,NA,1,10
7,9,1,1,10
7,10,1,1,10
8,9,1,1,10
9,7,1,1,10
9,8,1,1,10
10,7,1,1,10
10,11,1,1,10
11,4,1,1,10
11,10,1,1,10
12,13,1,1,10
13,12,1,1,10
13,14,1,1,10
14,NA,NA,1,10
15,5,1,1,10
16,11,1,1,10
1,6,1,2,10
2,NA,NA,2,10
4,7,1,2,10
5,9,1,2,10
6,5,1,2,10
6,8,1,2,10
6,9,1,2,10
6,13,1,2,10
7,NA,NA,2,10
8,9,1,2,10
9,5,1,2,10
9,8,1,2,10
10,11,1,2,10
10,14,1,2,10
11,10,1,2,10
12,2,1,2,10
12,13,1,2,10
13,12,1,2,10
14,10,1,2,10
16,9,1,2,10
1,2,1,1,11
2,NA,NA,1,11
4,NA,NA,1,11
5,4,1,1,11
6,12,1,1,11
7,10,1,1,11
8,9,1,1,11
8,15,1,1,11
9,8,1,1,11
10,7,1,1,11
10,11,1,1,11
11,10,1,1,11
12,6,1,1,11
12,15,1,1,11
15,12,1,1,11
2,6,1,2,11
2,12,1,2,11
3,NA,NA,2,11
5,3,1,2,11
5,9,1,2,11
6,5,1,2,11
6,9,1,2,11
9,5,1,2,11
9,6,1,2,11
9,16,1,2,11
10,3,1,2,11
10,11,1,2,11
10,14,1,2,11
11,10,1,2,11
12,2,1,2,11
13,12,1,2,11
14,10,1,2,11
16,9,1,2,11
2,3,1,1,12
3,2,1,1,12
3,10,1,1,12
4,14,1,1,12
6,12,1,1,12
6,13,1,1,12
7,10,1,1,12
10,3,1,1,12
10,7,1,1,12
10,11,1,1,12
11,10,1,1,12
12,6,1,1,12
12,15,1,1,12
13,16,1,1,12
14,NA,NA,1,12
15,12,1,1,12
16,13,1,1,12
1,NA,NA,2,12
4,NA,NA,2,12
5,1,1,2,12
5,9,1,2,12
6,5,1,2,12
6,8,1,2,12
6,9,1,2,12
8,9,1,2,12
9,5,1,2,12
9,8,1,2,12
10,11,1,2,12
11,NA,NA,2,12
12,4,1,2,12
12,13,1,2,12
13,6,1,2,12
13,12,1,2,12
14,10,1,2,12
15,16,1,2,12
16,15,1,2,12
2,3,1,1,13
3,2,1,1,13
3,15,1,1,13
3,16,1,1,13
4,5,1,1,13
5,4,1,1,13
5,10,1,1,13
7,3,1,1,13
8,9,1,1,13
8,10,1,1,13
9,8,1,1,13
10,8,1,1,13
11,14,1,1,13
12,13,1,1,13
13,12,1,1,13
14,11,1,1,13
15,9,1,1,13
16,3,1,1,13
1,7,1,2,13
2,8,1,2,13
4,2,1,2,13
5,NA,NA,2,13
6,5,1,2,13
6,8,1,2,13
6,9,1,2,13
6,13,1,2,13
7,NA,NA,2,13
8,9,1,2,13
9,5,1,2,13
9,6,1,2,13
9,8,1,2,13
9,16,1,2,13
10,11,1,2,13
10,14,1,2,13
11,NA,NA,2,13
13,NA,NA,2,13
14,10,1,2,13
16,9,1,2,13
2,3,1,1,14
2,5,1,1,14
3,2,1,1,14
3,6,1,1,14
4,9,1,1,14
5,NA,NA,1,14
6,14,1,1,14
8,9,1,1,14
9,4,1,1,14
9,8,1,1,14
10,NA,NA,1,14
11,10,1,1,14
12,6,1,1,14
13,NA,NA,1,14
14,6,1,1,14
15,13,1,1,14
3,5,1,2,14
4,9,1,2,14
5,3,1,2,14
5,9,1,2,14
6,8,1,2,14
6,9,1,2,14
7,4,1,2,14
8,9,1,2,14
9,8,1,2,14
10,4,1,2,14
10,14,1,2,14
12,13,1,2,14
13,4,1,2,14
13,12,1,2,14
14,10,1,2,14
2,3,1,1,15
2,12,1,1,15
3,2,1,1,15
3,6,1,1,15
3,12,1,1,15
5,14,1,1,15
6,3,1,1,15
6,13,1,1,15
11,14,1,1,15
12,2,1,1,15
12,3,1,1,15
13,6,1,1,15
14,NA,NA,1,15
1,12,1,2,15
2,12,1,2,15
5,6,1,2,15
5,9,1,2,15
6,5,1,2,15
6,8,1,2,15
6,9,1,2,15
8,1,1,2,15
9,5,1,2,15
9,14,1,2,15
10,11,1,2,15
10,14,1,2,15
11,10,1,2,15
12,13,1,2,15
13,12,1,2,15
14,10,1,2,15
2,3,1,1,16
2,8,1,1,16
2,12,1,1,16
3,2,1,1,16
6,12,1,1,16
6,13,1,1,16
7,10,1,1,16
8,9,1,1,16
9,NA,NA,1,16
10,11,1,1,16
10,13,1,1,16
11,10,1,1,16
11,15,1,1,16
12,2,1,1,16
12,6,1,1,16
12,13,1,1,16
13,10,1,1,16
13,12,1,1,16
15,NA,NA,1,16
16,6,1,1,16
1,11,1,2,16
2,6,1,2,16
3,7,1,2,16
4,10,1,2,16
5,13,1,2,16
6,8,1,2,16
6,13,1,2,16
7,3,1,2,16
8,6,1,2,16
8,9,1,2,16
9,8,1,2,16
9,16,1,2,16
10,11,1,2,16
10,14,1,2,16
11,NA,NA,2,16
12,13,1,2,16
13,12,1,2,16
14,10,1,2,16
16,9,1,2,16
1,5,1,1,17
2,5,1,1,17
3,6,1,1,17
4,5,1,1,17
5,2,1,1,17
5,3,1,1,17
5,4,1,1,17
6,3,1,1,17
7,16,1,1,17
8,11,1,1,17
9,10,1,1,17
10,1,1,1,17
10,9,1,1,17
10,11,1,1,17
10,14,1,1,17
11,7,1,1,17
11,8,1,1,17
11,10,1,1,17
14,10,1,1,17
15,14,1,1,17
16,7,1,1,17
1,11,1,2,17
2,12,1,2,17
3,8,1,2,17
5,9,1,2,17
6,5,1,2,17
6,8,1,2,17
6,9,1,2,17
7,13,1,2,17
8,3,1,2,17
8,9,1,2,17
9,5,1,2,17
9,6,1,2,17
9,8,1,2,17
10,11,1,2,17
10,14,1,2,17
11,10,1,2,17
12,13,1,2,17
13,12,1,2,17
14,10,1,2,17
15,6,1,2,17
5,7,1,1,18
6,NA,NA,1,18
7,5,1,1,18
7,11,1,1,18
8,11,1,1,18
10,11,1,1,18
11,7,1,1,18
11,10,1,1,18
11,14,1,1,18
12,13,1,1,18
13,6,1,1,18
14,11,1,1,18
4,8,1,2,18
5,NA,NA,2,18
6,5,1,2,18
6,8,1,2,18
6,13,1,2,18
8,6,1,2,18
10,6,1,2,18
10,11,1,2,18
10,14,1,2,18
11,NA,NA,2,18
13,NA,NA,2,18
14,15,1,2,18
15,NA,NA,2,18
16,14,1,2,18
3,5,1,1,19
3,6,1,1,19
3,16,1,1,19
4,5,1,1,19
5,3,1,1,19
6,3,1,1,19
8,9,1,1,19
8,10,1,1,19
9,8,1,1,19
10,NA,NA,1,19
11,14,1,1,19
14,11,1,1,19
16,NA,NA,1,19
3,5,1,2,19
4,15,1,2,19
5,3,1,2,19
5,6,1,2,19
5,9,1,2,19
6,5,1,2,19
6,9,1,2,19
6,13,1,2,19
8,9,1,2,19
9,5,1,2,19
9,6,1,2,19
10,14,1,2,19
12,13,1,2,19
13,12,1,2,19
14,10,1,2,19
15,4,1,2,19
1,16,1,1,20
2,1,1,1,20
2,5,1,1,20
4,NA,NA,1,20
5,2,1,1,20
5,4,1,1,20
6,12,1,1,20
7,10,1,1,20
8,9,1,1,20
8,12,1,1,20
9,8,1,1,20
10,6,1,1,20
10,7,1,1,20
11,14,1,1,20
11,16,1,1,20
12,8,1,1,20
13,2,1,1,20
14,NA,NA,1,20
16,1,1,1,20
16,11,1,1,20
1,9,1,2,20
5,9,1,2,20
6,5,1,2,20
6,9,1,2,20
6,13,1,2,20
8,9,1,2,20
9,5,1,2,20
9,8,1,2,20
9,16,1,2,20
10,11,1,2,20
11,10,1,2,20
12,13,1,2,20
13,6,1,2,20
13,12,1,2,20
14,10,1,2,20
14,11,1,2,20
16,9,1,2,20
2,3,1,1,21
3,4,1,1,21
4,NA,NA,1,21
5,6,1,1,21
6,12,1,1,21
7,NA,NA,1,21
8,9,1,1,21
8,10,1,1,21
9,8,1,1,21
10,11,1,1,21
10,15,1,1,21
11,7,1,1,21
11,10,1,1,21
11,14,1,1,21
12,6,1,1,21
12,13,1,1,21
13,2,1,1,21
13,12,1,1,21
14,NA,NA,1,21
15,10,1,1,21
2,11,1,2,21
3,4,1,2,21
4,3,1,2,21
5,6,1,2,21
5,9,1,2,21
6,5,1,2,21
6,9,1,2,21
6,13,1,2,21
7,9,1,2,21
7,13,1,2,21
8,NA,NA,2,21
9,5,1,2,21
9,8,1,2,21
10,11,1,2,21
10,12,1,2,21
11,10,1,2,21
12,10,1,2,21
12,13,1,2,21
13,6,1,2,21
13,12,1,2,21
14,10,1,2,21
1,NA,NA,1,22
3,1,1,1,22
4,5,1,1,22
4,7,1,1,22
5,4,1,1,22
7,4,1,1,22
7,10,1,1,22
8,9,1,1,22
8,10,1,1,22
9,NA,NA,1,22
10,7,1,1,22
10,8,1,1,22
10,11,1,1,22
11,10,1,1,22
11,16,1,1,22
12,13,1,1,22
12,14,1,1,22
12,15,1,1,22
13,12,1,1,22
13,14,1,1,22
14,NA,NA,1,22
15,12,1,1,22
16,NA,NA,1,22
2,12,1,2,22
5,2,1,2,22
5,9,1,2,22
6,8,1,2,22
6,13,1,2,22
8,NA,NA,2,22
9,5,1,2,22
9,8,1,2,22
10,11,1,2,22
11,10,1,2,22
11,14,1,2,22
12,2,1,2,22
12,13,1,2,22
13,6,1,2,22
13,12,1,2,22
14,11,1,2,22
15,NA,NA,2,22
16,15,1,2,22
1,16,1,1,23
2,3,1,1,23
3,2,1,1,23
3,5,1,1,23
3,15,1,1,23
5,3,1,1,23
6,11,1,1,23
6,12,1,1,23
8,9,1,1,23
9,8,1,1,23
11,NA,NA,1,23
12,6,1,1,23
12,11,1,1,23
15,3,1,1,23
16,1,1,1,23
1,8,1,2,23
2,14,1,2,23
4,12,1,2,23
5,NA,NA,2,23
6,9,1,2,23
8,9,1,2,23
9,5,1,2,23
9,8,1,2,23
10,11,1,2,23
10,14,1,2,23
10,15,1,2,23
11,10,1,2,23
12,4,1,2,23
12,13,1,2,23
13,12,1,2,23
14,10,1,2,23
14,11,1,2,23
15,NA,NA,2,23
16,9,1,2,23
8,10,1,1,24
10,8,1,1,24
3,5,1,2,24
5,3,1,2,24
6,9,1,2,24
6,10,1,2,24
8,NA,NA,2,24
9,5,1,2,24
9,6,1,2,24
9,8,1,2,24
10,6,1,2,24
11,NA,NA,2,24
12,13,1,2,24
13,NA,NA,2,24
16,11,1,2,24
1,7,1,1,25
1,8,1,1,25
3,6,1,1,25
6,3,1,1,25
6,12,1,1,25
6,13,1,1,25
7,15,1,1,25
8,1,1,1,25
10,11,1,1,25
11,10,1,1,25
12,6,1,1,25
13,6,1,1,25
14,3,1,1,25
15,NA,NA,1,25
3,NA,NA,2,25
5,3,1,2,25
7,16,1,2,25
8,NA,NA,2,25
9,8,1,2,25
10,11,1,2,25
11,9,1,2,25
11,10,1,2,25
12,13,1,2,25
13,12,1,2,25
16,NA,NA,2,25
1,NA,NA,1,26
2,7,1,1,26
3,12,1,1,26
4,3,1,1,26
7,1,1,1,26
7,2,1,1,26
7,10,1,1,26
8,9,1,1,26
9,8,1,1,26
10,7,1,1,26
10,11,1,1,26
11,8,1,1,26
11,10,1,1,26
12,3,1,1,26
14,15,1,1,26
15,NA,NA,1,26
16,12,1,1,26
1,9,1,2,26
2,12,1,2,26
3,5,1,2,26
5,3,1,2,26
5,9,1,2,26
6,5,1,2,26
6,9,1,2,26
7,8,1,2,26
8,9,1,2,26
9,5,1,2,26
9,6,1,2,26
9,8,1,2,26
9,16,1,2,26
10,14,1,2,26
12,13,1,2,26
13,12,1,2,26
14,10,1,2,26
16,9,1,2,26
1,11,1,1,27
3,12,1,1,27
3,15,1,1,27
4,5,1,1,27
4,6,1,1,27
4,8,1,1,27
5,4,1,1,27
6,4,1,1,27
7,12,1,1,27
8,4,1,1,27
9,15,1,1,27
10,16,1,1,27
11,NA,NA,1,27
12,3,1,1,27
13,12,1,1,27
15,3,1,1,27
15,9,1,1,27
16,10,1,1,27
16,13,1,1,27
1,5,1,2,27
2,12,1,2,27
5,9,1,2,27
7,NA,NA,2,27
8,9,1,2,27
9,5,1,2,27
9,16,1,2,27
10,11,1,2,27
10,14,1,2,27
11,10,1,2,27
11,14,1,2,27
12,2,1,2,27
13,7,1,2,27
14,10,1,2,27
14,11,1,2,27
16,9,1,2,27
2,12,1,1,28
4,16,1,1,28
6,12,1,1,28
7,10,1,1,28
8,9,1,1,28
9,8,1,1,28
10,7,1,1,28
10,14,1,1,28
11,10,1,1,28
12,2,1,1,28
12,6,1,1,28
14,NA,NA,1,28
16,6,1,1,28
5,NA,NA,2,28
6,5,1,2,28
6,9,1,2,28
6,13,1,2,28
7,5,1,2,28
8,9,1,2,28
9,NA,NA,2,28
10,12,1,2,28
10,14,1,2,28
11,10,1,2,28
12,10,1,2,28
13,NA,NA,2,28
14,10,1,2,28
15,5,1,2,28
16,9,1,2,28
1,3,1,1,29
1,16,1,1,29
2,6,1,1,29
3,1,1,1,29
6,2,1,1,29
6,12,1,1,29
10,11,1,1,29
11,10,1,1,29
12,3,1,1,29
12,6,1,1,29
12,13,1,1,29
13,12,1,1,29
14,3,1,1,29
16,6,1,1,29
1,7,1,2,29
2,NA,NA,2,29
3,5,1,2,29
5,NA,NA,2,29
6,5,1,2,29
6,8,1,2,29
6,9,1,2,29
6,13,1,2,29
7,1,1,2,29
8,9,1,2,29
9,5,1,2,29
9,8,1,2,29
10,11,1,2,29
11,NA,NA,2,29
12,2,1,2,29
12,13,1,2,29
13,12,1,2,29
2,3,1,1,30
2,13,1,1,30
3,2,1,1,30
5,3,1,1,30
6,12,1,1,30
6,14,1,1,30
7,15,1,1,30
8,6,1,1,30
9,11,1,1,30
10,11,1,1,30
11,9,1,1,30
11,10,1,1,30
12,6,1,1,30
13,12,1,1,30
14,NA,NA,1,30
15,NA,NA,1,30
16,11,1,1,30
2,7,1,2,30
3,4,1,2,30
4,3,1,2,30
5,3,1,2,30
5,9,1,2,30
6,NA,NA,2,30
7,2,1,2,30
8,9,1,2,30
9,5,1,2,30
9,8,1,2,30
10,NA,NA,2,30
11,10,1,2,30
12,13,1,2,30
13,6,1,2,30
13,12,1,2,30
15,16,1,2,30
16,NA,NA,2,30
1,6,1,1,31
2,3,1,1,31
3,2,1,1,31
3,12,1,1,31
3,15,1,1,31
4,5,1,1,31
4,13,1,1,31
5,4,1,1,31
6,12,1,1,31
6,15,1,1,31
7,14,1,1,31
11,1,1,1,31
12,6,1,1,31
13,4,1,1,31
14,NA,NA,1,31
15,6,1,1,31
16,4,1,1,31
3,10,1,2,31
4,15,1,2,31
5,NA,NA,2,31
6,5,1,2,31
6,8,1,2,31
6,9,1,2,31
6,13,1,2,31
8,NA,NA,2,31
9,5,1,2,31
9,8,1,2,31
10,3,1,2,31
10,14,1,2,31
11,14,1,2,31
12,NA,NA,2,31
13,12,1,2,31
14,10,1,2,31
14,11,1,2,31
15,9,1,2,31
2,12,1,1,32
2,13,1,1,32
3,12,1,1,32
6,3,1,1,32
7,13,1,1,32
8,9,1,1,32
9,11,1,1,32
10,11,1,1,32
11,9,1,1,32
11,10,1,1,32
11,14,1,1,32
12,2,1,1,32
12,3,1,1,32
12,13,1,1,32
13,2,1,1,32
13,7,1,1,32
13,12,1,1,32
14,10,1,1,32
14,11,1,1,32
15,12,1,1,32
5,9,1,2,32
6,13,1,2,32
8,NA,NA,2,32
9,5,1,2,32
9,8,1,2,32
10,11,1,2,32
10,14,1,2,32
11,10,1,2,32
12,13,1,2,32
13,12,1,2,32
14,5,1,2,32
14,10,1,2,32
16,9,1,2,32
1,13,1,1,33
4,6,1,1,33
6,4,1,1,33
6,12,1,1,33
7,10,1,1,33
8,11,1,1,33
9,8,1,1,33
10,7,1,1,33
11,8,1,1,33
11,14,1,1,33
12,6,1,1,33
13,NA,NA,1,33
14,11,1,1,33
1,NA,NA,2,33
2,12,1,2,33
3,13,1,2,33
5,6,1,2,33
5,9,1,2,33
6,5,1,2,33
6,13,1,2,33
8,9,1,2,33
9,5,1,2,33
9,8,1,2,33
10,1,1,2,33
10,11,1,2,33
10,14,1,2,33
11,10,1,2,33
12,2,1,2,33
13,12,1,2,33
14,10,1,2,33
1,16,1,1,34
2,3,1,1,34
2,9,1,1,34
3,2,1,1,34
3,12,1,1,34
6,12,1,1,34
7,10,1,1,34
7,14,1,1,34
8,9,1,1,34
9,2,1,1,34
9,8,1,1,34
10,7,1,1,34
10,11,1,1,34
10,13,1,1,34
11,10,1,1,34
12,6,1,1,34
13,10,1,1,34
14,NA,NA,1,34
16,1,1,1,34
5,9,1,2,34
6,9,1,2,34
8,9,1,2,34
9,5,1,2,34
9,6,1,2,34
9,8,1,2,34
10,11,1,2,34
11,10,1,2,34
14,10,1,2,34
14,11,1,2,34
16,9,1,2,34
1,14,1,1,35
2,9,1,1,35
2,12,1,1,35
3,15,1,1,35
4,9,1,1,35
5,4,1,1,35
7,10,1,1,35
9,2,1,1,35
9,4,1,1,35
10,11,1,1,35
11,10,1,1,35
11,14,1,1,35
12,2,1,1,35
14,11,1,1,35
15,3,1,1,35
2,NA,NA,2,35
3,5,1,2,35
4,NA,NA,2,35
5,3,1,2,35
5,4,1,2,35
5,9,1,2,35
6,5,1,2,35
6,8,1,2,35
6,9,1,2,35
8,9,1,2,35
9,2,1,2,35
9,5,1,2,35
9,6,1,2,35
9,8,1,2,35
10,4,1,2,35
10,11,1,2,35
10,14,1,2,35
11,NA,NA,2,35
12,NA,NA,2,35
14,10,1,2,35
14,11,1,2,35
16,12,1,2,35
1,10,1,1,36
1,14,1,1,36
2,12,1,1,36
3,2,1,1,36
3,14,1,1,36
3,15,1,1,36
4,9,1,1,36
6,12,1,1,36
6,13,1,1,36
7,8,1,1,36
8,7,1,1,36
8,13,1,1,36
9,4,1,1,36
10,6,1,1,36
11,14,1,1,36
12,2,1,1,36
12,6,1,1,36
12,13,1,1,36
13,4,1,1,36
13,6,1,1,36
13,8,1,1,36
13,12,1,1,36
14,1,1,1,36
14,3,1,1,36
14,11,1,1,36
15,NA,NA,1,36
1,2,1,2,36
2,NA,NA,2,36
3,12,1,2,36
5,6,1,2,36
5,9,1,2,36
6,5,1,2,36
6,9,1,2,36
6,13,1,2,36
8,9,1,2,36
9,5,1,2,36
9,8,1,2,36
10,11,1,2,36
10,14,1,2,36
11,14,1,2,36
12,2,1,2,36
12,13,1,2,36
13,6,1,2,36
13,12,1,2,36
14,10,1,2,36
14,11,1,2,36
14,16,1,2,36
16,14,1,2,36
1,11,1,1,37
2,7,1,1,37
3,12,1,1,37
5,7,1,1,37
6,12,1,1,37
7,2,1,1,37
8,16,1,1,37
11,14,1,1,37
12,3,1,1,37
12,6,1,1,37
12,13,1,1,37
13,12,1,1,37
13,16,1,1,37
14,11,1,1,37
15,13,1,1,37
16,8,1,1,37
5,9,1,2,37
6,5,1,2,37
6,9,1,2,37
7,13,1,2,37
9,5,1,2,37
9,6,1,2,37
10,9,1,2,37
10,11,1,2,37
10,14,1,2,37
11,7,1,2,37
11,10,1,2,37
12,13,1,2,37
13,NA,NA,2,37
14,10,1,2,37
2,3,1,1,38
2,12,1,1,38
3,2,1,1,38
6,12,1,1,38
7,11,1,1,38
8,13,1,1,38
11,7,1,1,38
11,14,1,1,38
12,2,1,1,38
12,6,1,1,38
13,NA,NA,1,38
14,11,1,1,38
2,3,1,2,38
3,2,1,2,38
3,10,1,2,38
5,9,1,2,38
6,5,1,2,38
6,8,1,2,38
6,9,1,2,38
6,13,1,2,38
7,12,1,2,38
8,9,1,2,38
9,5,1,2,38
9,6,1,2,38
9,8,1,2,38
10,NA,NA,2,38
12,7,1,2,38
13,12,1,2,38
14,10,1,2,38
14,16,1,2,38
16,9,1,2,38
2,3,1,1,39
2,14,1,1,39
3,2,1,1,39
3,5,1,1,39
4,5,1,1,39
5,2,1,1,39
5,3,1,1,39
5,4,1,1,39
7,10,1,1,39
8,10,1,1,39
8,16,1,1,39
9,7,1,1,39
10,7,1,1,39
10,8,1,1,39
12,13,1,1,39
13,12,1,1,39
13,14,1,1,39
14,2,1,1,39
14,13,1,1,39
16,8,1,1,39
1,2,1,2,39
2,14,1,2,39
3,NA,NA,2,39
5,9,1,2,39
6,8,1,2,39
6,9,1,2,39
6,13,1,2,39
7,3,1,2,39
8,NA,NA,2,39
9,5,1,2,39
9,6,1,2,39
9,16,1,2,39
10,14,1,2,39
11,14,1,2,39
12,13,1,2,39
13,6,1,2,39
13,12,1,2,39
14,10,1,2,39
16,NA,NA,2,39
2,16,1,1,40
3,2,1,1,40
3,6,1,1,40
6,NA,NA,1,40
8,NA,NA,1,40
9,8,1,1,40
12,13,1,1,40
13,9,1,1,40
13,12,1,1,40
16,NA,NA,1,40
1,10,1,2,40
2,12,1,2,40
3,16,1,2,40
4,15,1,2,40
5,NA,NA,2,40
6,8,1,2,40
6,9,1,2,40
6,13,1,2,40
8,9,1,2,40
9,5,1,2,40
9,6,1,2,40
9,8,1,2,40
10,NA,NA,2,40
11,14,1,2,40
12,2,1,2,40
12,13,1,2,40
13,6,1,2,40
13,12,1,2,40
14,11,1,2,40
15,4,1,2,40
16,3,1,2,40
3,5,1,1,41
3,6,1,1,41
4,12,1,1,41
5,NA,NA,1,41
6,3,1,1,41
6,12,1,1,41
7,NA,NA,1,41
8,NA,NA,1,41
10,7,1,1,41
11,7,1,1,41
11,10,1,1,41
11,14,1,1,41
12,4,1,1,41
12,6,1,1,41
12,8,1,1,41
12,13,1,1,41
13,12,1,1,41
14,11,1,1,41
1,NA,NA,2,41
3,5,1,2,41
4,7,1,2,41
5,3,1,2,41
6,9,1,2,41
6,13,1,2,41
7,1,1,2,41
8,NA,NA,2,41
9,5,1,2,41
9,6,1,2,41
9,8,1,2,41
10,14,1,2,41
12,13,1,2,41
